id,conversation_id,event_type,payload,confidence,created_at,workflow_step,event_status
185,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""1fc1e782-bac6-47b2-978a-f6f2b38000cd""},""reply"":""W Restauracji Stara Kamienica dostępne są m.in. następujące dania: \n\n- Filet z kurczaka po hawajsku - 19 zł\n- Filet z kurczaka tradycyjny (panierowany) - 15 zł\n- Fondant czekoladowy z lodami i bitą śmietaną - 22 zł\n- Grillowany filet z kurczaka - 15 zł\n- Gulasz wieprzowy po węgiersku - 23 zł\n- Jajecznica z 2 szt. jaj - 11 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":6150,""nluMs"":9759,""ttsMs"":0,""totalMs"":15908},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:33:43.532+00,,success
186,session-1765704807460,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Stara Kamienica""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:33:43.703Z""}",,2025-12-18 03:33:43.703+00,show_menu,success
187,session-1765704807460,request_received,"{""text"":""Pokaż menu klaps Burger""}",,2025-12-18 03:45:21.118+00,request_received,success
188,session-1765704807460,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: \n\n- Desperado Double - 46 zł\n- Desperado Standard - 36 zł\n- Głodzilla - 59 zł\n- Grzybiarz z Piekaryhill - 40 zł\n- Halloween Double - 49 zł\n- Halloween Standard - 39 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":1}",,2025-12-18 03:45:27.066+00,show_menu,success
189,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne m.in.: \n\n- Desperado Double - 46 zł\n- Desperado Standard - 36 zł\n- Głodzilla - 59 zł\n- Grzybiarz z Piekaryhill - 40 zł\n- Halloween Double - 49 zł\n- Halloween Standard - 39 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":5479,""nluMs"":633,""ttsMs"":0,""totalMs"":6159},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:45:27.065+00,,success
190,session-1765704807460,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""klaps Burger""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:45:27.194Z""}",,2025-12-18 03:45:27.194+00,show_menu,success
191,session-1765704807460,request_received,"{""text"":""wybieram""}",,2025-12-18 03:45:51.054+00,request_received,success
192,session-1765704807460,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double za 46 zł, Desperado Standard za 36 zł, Głodzilla za 59 zł, Grzybiarz z Piekaryhill za 40 zł, Halloween Double za 49 zł oraz Halloween Standard za 39 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 03:46:02.865+00,show_menu,success
193,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wyraził intencję 'wybieram' co sugeruje, że chce przeglądać menu dla ostatnio wybranej restauracji 'Klaps Burgers'."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double za 46 zł, Desperado Standard za 36 zł, Głodzilla za 59 zł, Grzybiarz z Piekaryhill za 40 zł, Halloween Double za 49 zł oraz Halloween Standard za 39 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":11356,""nluMs"":633,""ttsMs"":0,""totalMs"":11974},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:46:02.865+00,,success
194,session-1765704807460,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wyraził intencję 'wybieram' co sugeruje, że chce przeglądać menu dla ostatnio wybranej restauracji 'Klaps Burgers'."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Klaps Burgers""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:46:03.028Z""}",,2025-12-18 03:46:03.028+00,show_menu,success
195,session-1765704807460,request_received,"{""text"":""zbieram Desperado standard""}",,2025-12-18 03:46:07.542+00,request_received,success
196,session-1765704807460,intent_resolved,"{""reply"":""W Klaps Burgers dostępne jest m.in. Desperado Standard za 36 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":0.85}",,2025-12-18 03:46:13.377+00,show_menu,success
197,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wskazał na chęć zebrania Desperado standard, a dodatkowo ostatnia akcja systemu dotyczyła menu restauracji Klaps Burgers, co wskazuje na zamiar finalizacji zamówienia z tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne jest m.in. Desperado Standard za 36 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":5460,""nluMs"":530,""ttsMs"":0,""totalMs"":6179},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:46:13.377+00,,success
198,session-1765704807460,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wskazał na chęć zebrania Desperado standard, a dodatkowo ostatnia akcja systemu dotyczyła menu restauracji Klaps Burgers, co wskazuje na zamiar finalizacji zamówienia z tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":""add_to_cart"",""quantity"":1,""targetItems"":[""despera standard""],""isContextLocked"":false,""targetRestaurant"":""Klaps Burgers""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:46:13.534Z""}",,2025-12-18 03:46:13.534+00,show_menu,success
199,session-1765704807460,request_received,"{""text"":""wybieram Desperado standard""}",,2025-12-18 03:46:27.892+00,request_received,success
200,session-1765704807460,intent_resolved,"{""reply"":""Wybrałaś Desperado Standard z Klaps Burgers. Twoje zamówienie zostanie potwierdzone. Dziękuję!"",""intent"":""confirm_order"",""source"":""classic"",""confidence"":0.85}",,2025-12-18 03:46:33.548+00,confirm_order,success
201,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano completeOrder ponieważ użytkownik wybrał konkretny produkt z menu ('Desperado Standard') i można zakończyć proces zamówienia."",""searchMenu"":false,""completeOrder"":true,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""Wybrałaś Desperado Standard z Klaps Burgers. Twoje zamówienie zostanie potwierdzone. Dziękuję!"",""intent"":""confirm_order"",""timings"":{""dbMs"":5086,""nluMs"":568,""ttsMs"":0,""totalMs"":5818},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:46:33.548+00,,success
202,session-1765704807460,response_sent,"{""meta"":{""cart"":{""items"":[],""total"":0},""addedToCart"":false,""llm_reasoning"":{""reasoning"":""Wybrano completeOrder ponieważ użytkownik wybrał konkretny produkt z menu ('Desperado Standard') i można zakończyć proces zamówienia."",""searchMenu"":false,""completeOrder"":true,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":""order"",""quantity"":1,""targetItems"":[""despera standard""],""isContextLocked"":false,""targetRestaurant"":""Klaps Burgers""}},""intent"":""confirm_order"",""timestamp"":""2025-12-18T03:46:33.648Z""}",,2025-12-18 03:46:33.648+00,confirm_order,success
203,session-1765704807460,request_received,"{""text"":""Dodaj do koszyka""}",,2025-12-18 03:46:46.207+00,request_received,success
204,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano completeOrder ponieważ użytkownik chce dodać pozycję do koszyka, a kontekst wskazuje, że ostatnią akcją była potwierdzenie zamówienia."",""searchMenu"":false,""completeOrder"":true,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""Twoje zamówienie zostało dodane do koszyka. Wybierz teraz danie z menu Klaps Burgers. Oto dostępne opcje: \n\n1. Desperado Double - 46 zł\n2. Desperado Standard - 36 zł\n3. Głodzilla - 59 zł\n4. Grzybiarz z Piekaryhill - 40 zł\n5. Halloween Double - 49 zł\n6. Halloween Standard - 39 zł\n\nKtóre danie chciałbyś zamówić?"",""intent"":""confirm_order"",""timings"":{""dbMs"":7311,""nluMs"":2,""ttsMs"":0,""totalMs"":7425},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:46:53.522+00,,success
205,session-1765704807460,intent_resolved,"{""reply"":""Twoje zamówienie zostało dodane do koszyka. Wybierz teraz danie z menu Klaps Burgers. Oto dostępne opcje: \n\n1. Desperado Double - 46 zł\n2. Desperado Standard - 36 zł\n3. Głodzilla - 59 zł\n4. Grzybiarz z Piekaryhill - 40 zł\n5. Halloween Double - 49 zł\n6. Halloween Standard - 39 zł\n\nKtóre danie chciałbyś zamówić?"",""intent"":""confirm_order"",""source"":""classic"",""confidence"":0.85}",,2025-12-18 03:46:53.522+00,confirm_order,success
206,session-1765704807460,response_sent,"{""meta"":{""cart"":{""items"":[],""total"":0},""addedToCart"":false,""llm_reasoning"":{""reasoning"":""Wybrano completeOrder ponieważ użytkownik chce dodać pozycję do koszyka, a kontekst wskazuje, że ostatnią akcją była potwierdzenie zamówienia."",""searchMenu"":false,""completeOrder"":true,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":""add"",""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Klaps Burgers""}},""intent"":""confirm_order"",""timestamp"":""2025-12-18T03:46:53.681Z""}",,2025-12-18 03:46:53.681+00,confirm_order,success
207,session-1765704807460,request_received,"{""text"":""Poleć trzy restauracje w pobliżu""}",,2025-12-18 03:57:02.492+00,request_received,success
208,session-1765704807460,intent_resolved,"{""reply"":"""",""intent"":""find_nearby"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 03:57:06.282+00,,success
209,session-1765704807460,request_received,"{""text"":""Poleć trzy knajpy w okolicy""}",,2025-12-18 03:57:13.472+00,request_received,success
210,session-1765704807460,intent_resolved,"{""reply"":"""",""intent"":""find_nearby"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 03:57:16.89+00,,success
211,session-1765704807460,request_received,"{""text"":""co polecisz w Piekarach Śląskich""}",,2025-12-18 03:57:23.053+00,request_received,success
212,session-1765704807460,request_received,"{""text"":""Poleć trzy restauracje w Piekarach""}",,2025-12-18 03:57:44.564+00,request_received,success
213,session-1765704807460,request_received,"{""text"":""gdzie zjeść w pobliżu""}",,2025-12-18 03:57:50.458+00,request_received,success
214,session-1765704807460,intent_resolved,"{""reply"":""Mam 3 miejsca w Piekary:\n1. Restauracja Stara Kamienica - Polska\n2. Rezydencja Luxury Hotel - Międzynarodowa\n3. Klaps Burgers - Amerykańska\n\nKtóre Cię interesuje?"",""intent"":""find_nearby"",""source"":""classic"",""confidence"":1}",,2025-12-18 03:57:56.986+00,,success
215,session-1765704807460,request_received,"{""text"":""wybieram Stara Kamienica""}",,2025-12-18 03:58:16.329+00,request_received,success
216,session-1765704807460,intent_resolved,"{""reply"":""W Restauracji Stara Kamienica dostępne są m.in.: \n\n- Filet z kurczaka po hawajsku - 19 zł \n- Filet z kurczaka tradycyjny (panierowany) - 15 zł \n- Fondant czekoladowy z lodami i bitą śmietaną - 22 zł \n- Grillowany filet z kurczaka - 15 zł \n- Gulasz wieprzowy po węgiersku - 23 zł \n- Jajecznica z 2 szt. jaj - 11 zł \n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":1}",,2025-12-18 03:58:23.196+00,show_menu,success
217,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wskazał konkretną restaurację 'Stara Kamienica' do której chce przejść, co sugeruje chęć przeglądania jej menu."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""1fc1e782-bac6-47b2-978a-f6f2b38000cd""},""reply"":""W Restauracji Stara Kamienica dostępne są m.in.: \n\n- Filet z kurczaka po hawajsku - 19 zł \n- Filet z kurczaka tradycyjny (panierowany) - 15 zł \n- Fondant czekoladowy z lodami i bitą śmietaną - 22 zł \n- Grillowany filet z kurczaka - 15 zł \n- Gulasz wieprzowy po węgiersku - 23 zł \n- Jajecznica z 2 szt. jaj - 11 zł \n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":6649,""nluMs"":459,""ttsMs"":0,""totalMs"":6995},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:58:23.196+00,,success
218,session-1765704807460,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wskazał konkretną restaurację 'Stara Kamienica' do której chce przejść, co sugeruje chęć przeglądania jej menu."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Stara Kamienica""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:58:23.304Z""}",,2025-12-18 03:58:23.304+00,show_menu,success
219,session-1766021535758,request_received,"{""text"":""Pokaż restauracje w Piekarach""}",,2025-12-18 04:05:30.835+00,request_received,success
220,session-1766021535758,request_received,"{""text"":""Tak""}",,2025-12-18 04:07:29.488+00,request_received,success
221,session-1766021535758,intent_resolved,"{""reply"":""Znalazłam 9. Oto top 3 propozycje w Piekary:\n1. Restauracja Stara Kamienica (Polska)\n2. Rezydencja Luxury Hotel (Międzynarodowa)\n3. Klaps Burgers (Amerykańska)\n\nKtórą wybierasz?"",""intent"":""show_city_results"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 04:07:34.019+00,find_nearby,success
222,session-1766021535758,request_received,"{""text"":""Otwórz City Burger Piekary Śląskie""}",,2025-12-18 04:08:29.553+00,request_received,success
223,session-1766021535758,intent_resolved,"{""reply"":""Nie znalazłam \""City Burger Piekary Śląskie\"", ale mogę pokazać menu z innych restauracji w Piekarach Śląskich. Oto one: Restauracja Stara Kamienica, Rezydencja Luxury Hotel, Klaps Burgers, Vien-Thien, Bar Praha, Callzone, Dwór Hubertus, Tasty King Kebab, Pizzeria Monte Carlo. Którą z nich wybierasz?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 04:08:38.852+00,show_menu,success
224,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false}},""reply"":""Nie znalazłam \""City Burger Piekary Śląskie\"", ale mogę pokazać menu z innych restauracji w Piekarach Śląskich. Oto one: Restauracja Stara Kamienica, Rezydencja Luxury Hotel, Klaps Burgers, Vien-Thien, Bar Praha, Callzone, Dwór Hubertus, Tasty King Kebab, Pizzeria Monte Carlo. Którą z nich wybierasz?"",""intent"":""menu_request"",""timings"":{""dbMs"":6515,""nluMs"":2773,""ttsMs"":0,""totalMs"":9476},""fallback"":false,""confidence"":0.9}",,2025-12-18 04:08:38.85+00,,success
225,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""City Burger Piekary Śląskie""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T04:08:38.995Z""}",,2025-12-18 04:08:38.995+00,show_menu,success
226,session-1766021535758,request_received,"{""text"":""co polecisz w okolicy""}",,2025-12-18 04:23:14.956+00,request_received,success
227,session-1766021535758,intent_resolved,"{""reply"":""Mam 3 miejsca w Piekary:\n1. Restauracja Stara Kamienica - Polska\n2. Rezydencja Luxury Hotel - Międzynarodowa\n3. Klaps Burgers - Amerykańska\n\nKtóre Cię interesuje?"",""intent"":""find_nearby"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 04:23:20.568+00,,success
228,session-1766021535758,request_received,"{""text"":""Rezydencja Luxury Hotel""}",,2025-12-18 04:23:31.839+00,request_received,success
229,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""4d27fbe3-20d0-4eb4-b003-1935be53af25""},""reply"":""W Rezydencji Luxury Hotel dostępne m.in.: BUFFAL za 54 zł, Carpaccio z kaczki marynowanej w grzańcu za 36 zł, Grzanka z krupniokiem za 28 zł, Kartacze z dzikiem za 48 zł, Krem z dyni z białą czekoladą za 35 zł oraz Makaron ryżowy z warzywami za 37 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":4755,""nluMs"":755,""ttsMs"":0,""totalMs"":5425},""fallback"":false,""confidence"":0.9}",,2025-12-18 04:23:37.114+00,,success
230,session-1766021535758,intent_resolved,"{""reply"":""W Rezydencji Luxury Hotel dostępne m.in.: BUFFAL za 54 zł, Carpaccio z kaczki marynowanej w grzańcu za 36 zł, Grzanka z krupniokiem za 28 zł, Kartacze z dzikiem za 48 zł, Krem z dyni z białą czekoladą za 35 zł oraz Makaron ryżowy z warzywami za 37 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":1}",,2025-12-18 04:23:37.115+00,show_menu,success
231,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Rezydencja Luxury Hotel""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T04:23:37.286Z""}",,2025-12-18 04:23:37.286+00,show_menu,success
232,session-1766021535758,request_received,"{""text"":""wybieram zamka z kluczykiem""}",,2025-12-18 04:24:04.641+00,request_received,success
233,session-1766021535758,intent_resolved,"{""reply"":""Wybrałaś Rezydencję Luxury Hotel w Piekarach Śląskich. Oto kilka dań z menu: \n\n- Carpaccio z kaczki marynowanej w grzańcu za 36 zł\n- Grzanka z krupniokiem za 28 zł\n- Kartacze z dzikiem za 48 zł\n- Makaron ryżowy z warzywami za 37 zł\n\nCo chciałabyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 04:24:11.945+00,show_menu,success
234,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""4d27fbe3-20d0-4eb4-b003-1935be53af25""},""reply"":""Wybrałaś Rezydencję Luxury Hotel w Piekarach Śląskich. Oto kilka dań z menu: \n\n- Carpaccio z kaczki marynowanej w grzańcu za 36 zł\n- Grzanka z krupniokiem za 28 zł\n- Kartacze z dzikiem za 48 zł\n- Makaron ryżowy z warzywami za 37 zł\n\nCo chciałabyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":6880,""nluMs"":423,""ttsMs"":0,""totalMs"":7432},""fallback"":false,""confidence"":0.9}",,2025-12-18 04:24:11.945+00,,success
235,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Rezydencja Luxury Hotel""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T04:24:12.111Z""}",,2025-12-18 04:24:12.111+00,show_menu,success
236,session-1766021535758,request_received,"{""text"":""Pokaż menu""}",,2025-12-18 04:24:36.826+00,request_received,success
237,session-1766021535758,intent_resolved,"{""reply"":""W Rezydencji Luxury Hotel dostępne m.in.: BUFFAL za 54 zł, Carpaccio z kaczki za 36 zł, Grzanka z krupniokiem za 28 zł, Kartacze z dzikiem za 48 zł, Krem z dyni za 35 zł oraz Makaron ryżowy za 37 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 04:24:46.879+00,show_menu,success
238,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik prosi o pokazanie menu, co jest zgodne z jego intencją."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""4d27fbe3-20d0-4eb4-b003-1935be53af25""},""reply"":""W Rezydencji Luxury Hotel dostępne m.in.: BUFFAL za 54 zł, Carpaccio z kaczki za 36 zł, Grzanka z krupniokiem za 28 zł, Kartacze z dzikiem za 48 zł, Krem z dyni za 35 zł oraz Makaron ryżowy za 37 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":9439,""nluMs"":744,""ttsMs"":0,""totalMs"":10228},""fallback"":false,""confidence"":0.9}",,2025-12-18 04:24:46.879+00,,success
239,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik prosi o pokazanie menu, co jest zgodne z jego intencją."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Rezydencja Luxury Hotel""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T04:24:47.052Z""}",,2025-12-18 04:24:47.052+00,show_menu,success
240,session-1766021535758,request_received,"{""text"":""co polecisz w okolicy""}",,2025-12-18 04:25:08.391+00,request_received,success
241,session-1766021535758,intent_resolved,"{""reply"":""Mam 3 miejsca w Piekary:\n1. Restauracja Stara Kamienica - Polska\n2. Rezydencja Luxury Hotel - Międzynarodowa\n3. Klaps Burgers - Amerykańska\n\nKtóre Cię interesuje?"",""intent"":""find_nearby"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 04:25:12.483+00,,success
242,session-1766021535758,request_received,"{""text"":""wybieram klaps Burger""}",,2025-12-18 04:25:29.481+00,request_received,success
243,session-1766021535758,intent_resolved,"{""reply"":""W Klaps Burgers dostępne są następujące burgerowe propozycje: \n\n- Desperado Double za 46 zł\n- Desperado Standard za 36 zł\n- Głodzilla za 59 zł\n- Grzybiarz z Piekaryhill za 40 zł\n- Halloween Double za 49 zł\n- Halloween Standard za 39 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":1}",,2025-12-18 04:25:37.118+00,show_menu,success
244,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik chce wybrać klaps Burger, który jest dostępny w restauracji Klaps Burgers, a system oczekuje na wybór restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne są następujące burgerowe propozycje: \n\n- Desperado Double za 46 zł\n- Desperado Standard za 36 zł\n- Głodzilla za 59 zł\n- Grzybiarz z Piekaryhill za 40 zł\n- Halloween Double za 49 zł\n- Halloween Standard za 39 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":7183,""nluMs"":557,""ttsMs"":0,""totalMs"":7809},""fallback"":false,""confidence"":0.9}",,2025-12-18 04:25:37.117+00,,success
245,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik chce wybrać klaps Burger, który jest dostępny w restauracji Klaps Burgers, a system oczekuje na wybór restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":[""klaps burger""],""isContextLocked"":false,""targetRestaurant"":""Rezydencja Luxury Hotel""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T04:25:37.290Z""}",,2025-12-18 04:25:37.29+00,show_menu,success
246,session-1766021535758,request_received,"{""text"":""wybieram Halloween standard""}",,2025-12-18 04:26:06.5+00,request_received,success
247,session-1766021535758,intent_resolved,"{""reply"":""Wygląda na to, że \""Halloween Standard\"" nie jest dostępne w menu Klaps Burgers. Mogę pomóc w złożeniu zamówienia na inne danie. Czy chcesz zobaczyć ich menu?"",""intent"":""create_order"",""source"":""classic"",""confidence"":0.85}",,2025-12-18 04:26:13.347+00,create_order,success
248,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano complete_order ponieważ użytkownik wskazał konkretną pozycję z menu ('Halloween Standard') oraz ostatni kontekst wskazuje na zamówienie z restauracji Klaps Burgers."",""searchMenu"":false,""completeOrder"":true,""askClarification"":false,""searchRestaurants"":false}},""reply"":""Wygląda na to, że \""Halloween Standard\"" nie jest dostępne w menu Klaps Burgers. Mogę pomóc w złożeniu zamówienia na inne danie. Czy chcesz zobaczyć ich menu?"",""intent"":""create_order"",""timings"":{""dbMs"":6087,""nluMs"":756,""ttsMs"":0,""totalMs"":6981},""fallback"":false,""confidence"":0.9}",,2025-12-18 04:26:13.347+00,,success
249,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano complete_order ponieważ użytkownik wskazał konkretną pozycję z menu ('Halloween Standard') oraz ostatni kontekst wskazuje na zamówienie z restauracji Klaps Burgers."",""searchMenu"":false,""completeOrder"":true,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":[""halloeen standard""],""isContextLocked"":false,""targetRestaurant"":""Klaps Burgers""}},""intent"":""create_order"",""timestamp"":""2025-12-18T04:26:13.521Z""}",,2025-12-18 04:26:13.521+00,create_order,success
250,session-1766021535758,request_received,"{""text"":""wybieram Stara Kamienica""}",,2025-12-18 04:26:37.464+00,request_received,success
251,session-1766021535758,intent_resolved,"{""reply"":""W Restauracji Stara Kamienica dostępne m.in. Filet z kurczaka po hawajsku za 19 zł, Filet z kurczaka tradycyjny za 15 zł, Fondant czekoladowy za 22 zł, Grillowany filet z kurczaka za 15 zł, Gulasz wieprzowy za 23 zł oraz Jajecznica za 11 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 04:26:46.34+00,show_menu,success
